8619 25826
395 3601 275
1852 7104 -775
7724 3745 476
3875 8512 501
1035 5478 109
4148 5549 -126
2724 4151 -60
2742 7585 -553
1260 4776 -793
6136 2090 35
5496 1722 -148
4988 4470 -505
2005 6704 -672
6687 4843 -144
49 1877 -6
4748 1611 101
1094 3195 -524
2165 1025 827
8411 8292 -607
1604 3787 -212
2431 3680 707
4938 729 352
6742 2810 -621
2905 5663 8
5594 1887 -398
3392 194 -376
7222 3217 -235
6258 7912 23
6480 3056 -704
6195 4731 -281
3436 5957 308
8149 4508 -864
1730 4145 -813
7500 5449 -893
974 4879 920
5396 5932 626
1585 3922 729
3018 1919 114
7639 1144 -411
96 4236 177
3704 4660 467
762 3040 569
7546 5663 480
5823 7947 -700
6070 8044 763
5026 3380 597
4922 4158 -602
2154 6484 -984
4276 4373 913
1732 1090 -179
5064 4915 805
7637 8375 647
3846 5755 -92
6473 7451 -25
5537 7826 978
1241 3459 610
5688 8218 -960
7808 6376 74
5042 7156 -635
2554 3360 -521
3347 3287 -235
5213 1553 836
2947 6707 307
3445 6593 -142
6278 8435 934
3301 6041 881
6728 4243 -915
6674 3374 620
2099 6287 -46
5578 4703 462
7520 8517 487
7715 76 226
3997 137 425
292 661 -221
7273 4084 299
7985 7390 333
1582 1350 -376
3307 787 -885
472 1301 -237
2620 7026 387
1737 7261 535
5984 4868 -145
5814 3787 -805
4969 4704 266
2059 4530 -767
5987 8012 -507
2216 5099 -711
1143 6232 -154
3019 6179 572
3830 894 -391
1723 3724 262
2852 1883 -663
3070 4754 869
2138 6477 209
1673 3070 837
8582 2166 0
262 2048 -517
8543 3083 -414
6159 276 -430
21 1270 7
4962 4135 -243
6921 4469 -508
4282 3865 131
1225 1610 978
3025 3508 -407
3340 733 286
8059 4944 -293
1588 4196 750
4378 7856 483
7199 7106 415
8355 7154 849
3793 439 457
8496 217 230
612 78 -435
3218 5181 948
5359 5499 733
2002 322 812
4177 6532 333
4086 539 406
5187 1032 826
5512 1144 -777
2983 2134 95
7546 6714 -662
6238 7950 -141
1293 2613 836
4324 1806 -329
2472 8054 903
3333 210 61
6594 3136 289
3793 3427 148
2750 1947 64
617 5147 -569
1932 6890 -759
6605 3338 519
7306 4906 -678
4891 15 718
4726 7534 -999
8116 2623 773
1794 2809 640
1948 3500 -312
983 925 -95
5375 6485 90
2438 5298 410
7641 7361 365
5892 4974 -400
2999 4217 434
6085 5007 568
2366 2104 788
3489 2968 -378
151 4873 -81
1725 4217 -829
454 5983 278
6249 5332 347
2261 6942 991
6005 5013 -195
5600 5199 6
6349 272 530
3899 7715 -39
5103 1168 576
4273 133 717
8429 6089 -206
4968 8592 -498
3020 3706 -531
5490 1656 951
5869 1871 -26
4725 4658 -24
1024 6271 37
126 769 -718
1685 3826 -92
2199 4318 259
7973 2495 -49
1496 20 317
3557 7921 -395
5993 2197 190
8016 3970 -391
3436 6959 -228
2232 4370 578
1297 6936 -518
3425 3768 949
2276 1605 110
3966 600 -182
2316 4043 845
4301 3085 -19
5947 7398 86
4404 5179 -509
6307 6360 -36
3953 5126 86
8244 8444 -589
3012 3631 -984
2150 4600 -981
1399 3512 288
3972 3721 770
2497 6633 -684
3772 1716 606
3651 2873 731
4893 3367 607
6733 810 383
3945 4104 -640
7234 4291 -41
5547 2678 -155
6301 7712 9
8470 5242 689
4633 1450 932
1301 3292 172
1627 3605 155
4217 819 -877
6740 5409 238
4399 1175 -464
419 4519 -397
5915 5382 30
2263 941 280
7493 3112 -604
914 4514 -941
5984 4109 433
8090 5105 -308
3465 1382 -130
752 4159 832
5083 1508 -818
4450 6899 539
4234 3845 -674
2145 3025 785
5073 6250 15
7075 4820 -494
3549 5297 -16
976 190 215
3770 6921 320
7045 7107 -618
8397 5055 468
3378 2141 556
6267 6442 744
727 3417 -228
2945 1510 -661
8144 7648 589
7105 5805 -717
3653 173 -104
5974 4340 -450
7405 5661 -249
6285 6918 904
7637 469 324
7744 3300 -326
703 2867 736
5270 628 34
1612 4055 935
4901 7875 663
4116 7779 -913
4066 491 412
8258 2775 -958
2405 4023 -334
4714 3992 -168
3391 8095 62
1455 4819 -846
1179 7593 673
4968 1764 740
6977 3415 -331
2664 6789 -814
5876 4549 939
7034 7217 -652
3458 5404 -792
3551 6481 -298
2396 6560 16
5247 5358 -788
5233 1655 -493
657 5669 -938
4820 797 423
6867 4135 806
4819 1593 243
8378 6341 921
6026 6284 -732
2495 375 341
5151 647 -813
6103 7522 -272
3646 3728 -521
5106 3781 -666
4461 1168 477
5392 129 97
2735 7935 999
6771 2824 -974
8327 6434 -241
756 8547 -483
1980 7832 -977
5959 7611 -970
966 4852 -921
3553 3563 975
6375 8197 -613
4282 6879 -761
3099 3739 618
7257 2104 287
650 7469 -314
1347 2740 806
7640 7807 -183
955 8050 -405
5236 1344 -665
3980 4102 -94
6389 8326 527
6204 355 485
7367 7928 584
3830 4855 728
8311 2806 435
6889 7624 580
1435 2630 138
3744 4395 578
7439 7302 384
2546 6795 139
8159 4430 -340
756 437 541
7604 148 934
5158 2269 662
4244 3329 -994
6300 4179 -784
7262 2020 -131
7317 2067 694
3654 1026 69
872 3575 -38
1229 3009 -452
5481 8360 -515
5482 6116 175
6779 3886 866
2258 2895 -172
3934 6810 25
6120 3021 772
6318 6811 -605
8096 7269 6
551 1791 -953
2415 7345 622
7820 8603 498
2037 6224 925
3558 4215 793
1375 967 465
1934 6678 601
5447 4887 561
274 4071 887
1935 1839 701
6150 3600 258
8029 5543 613
3737 1355 446
339 507 140
4653 1865 -47
5998 6175 843
7064 3765 780
5957 6833 298
4520 2 -539
3586 3367 -406
4457 598 509
8353 6142 -900
3286 6772 -333
2269 8395 927
1224 5305 940
2738 4980 -438
6680 2631 -804
1108 6442 347
4458 5665 895
61 400 -11
8573 3869 308
5528 6253 -854
1188 6412 -264
5606 5555 110
5771 3386 -993
5285 641 -768
7986 7837 942
6378 2946 393
309 6698 51
8442 5557 119
1966 8368 205
4194 2906 -416
332 8083 376
5405 7790 -520
7129 7567 -823
6477 1260 203
5822 6515 7
7297 7165 -522
1075 7100 195
844 411 -559
7707 2472 -114
2105 5516 -131
274 2515 910
3742 7777 520
8391 5913 -629
64 5616 257
4962 6642 -330
8450 3136 -545
6782 8445 829
6988 747 -487
2538 8471 -730
8130 2456 726
8217 3911 -619
6600 5222 895
7635 2723 -999
4856 4361 79
1272 2540 -152
2695 3498 928
3913 2917 -144
1494 6113 800
6724 6351 540
7309 2531 -231
526 5190 948
7732 7768 444
3272 2194 -787
5611 7464 -298
136 6852 24
4949 7817 975
1468 4807 -730
786 5976 -364
8283 978 998
379 1042 -579
7086 699 685
5276 7101 -598
6850 1972 180
8322 1538 560
3756 2659 -670
2731 1402 -65
130 8244 -113
8364 8126 -600
5512 8093 -581
6500 6861 -842
6887 2494 360
3686 1183 -149
5836 7799 -920
7019 3875 -311
7326 6965 723
3625 1233 322
1537 5135 844
7857 3391 -933
1236 3960 -995
6540 3830 700
6937 738 977
4893 3241 237
2479 6989 423
5019 7819 -803
1205 1324 218
1813 3058 554
5732 2765 -563
7863 5499 -976
4471 7093 -810
2135 618 -258
8599 3927 -263
8489 7116 792
5777 4580 -269
5854 2535 778
4837 812 -194
8126 5200 513
383 3150 21
5135 3382 -397
3015 5083 -218
4593 4966 643
2847 5767 373
2504 7374 -908
1309 3136 -604
7410 2754 678
4151 5869 340
4450 5585 863
7260 5434 504
8505 7272 598
4100 6709 746
3775 4518 -615
7147 5871 -91
4874 7240 943
8007 5759 744
1879 684 -108
2974 771 -33
4361 7472 950
8392 4904 -555
5735 7297 73
3001 1079 314
2801 3412 36
2892 4603 -983
978 3919 -613
5835 3468 174
4514 5141 -348
1066 8190 509
51 5967 -645
544 2989 -119
7995 3386 992
1396 2301 -145
1172 7454 -417
4519 7293 -213
2980 4255 -787
1789 8453 -156
7213 2535 652
5415 1205 -176
7745 870 -976
6342 672 -680
7622 2075 204
6298 1151 -695
8600 4084 -328
6043 6118 483
806 6802 131
1693 5090 215
4758 8389 -804
1519 5876 -390
5118 7101 -34
2721 7690 -702
1195 1918 -438
2557 4623 -859
4451 5151 53
7158 4584 -941
5831 4170 -234
883 7920 -93
8529 3360 -860
1927 641 266
2191 2862 -62
1575 5167 501
8022 7343 -202
7032 9 -854
3808 4802 634
701 952 -521
63 5340 -682
961 2819 -209
7282 7669 117
754 2468 -305
138 1686 -778
4262 3587 -603
6902 4640 -931
5583 2187 371
4535 3513 607
3939 2838 284
2472 4440 -79
1020 597 60
615 6162 -548
3386 6561 -852
4191 2975 -190
5471 3358 -813
4717 8386 -535
8140 4297 267
5707 5094 40
1979 4845 -514
2100 1309 901
7005 2282 861
5494 2158 883
635 779 -481
3920 3686 776
8013 4448 -867
3541 2721 -748
290 7576 771
8509 6677 -26
4594 5987 111
5058 7407 769
8596 1716 530
2323 1591 -78
6406 2986 -674
3363 1156 -473
4234 4264 -777
3644 6069 -423
321 2161 766
4986 5514 725
8501 6778 447
228 7913 -730
984 6104 -757
6054 2659 485
1411 6726 399
3061 8217 442
1704 1280 -431
8244 8069 -660
228 1111 -328
1061 5154 220
4675 6354 217
5723 3380 737
8417 2758 288
398 8371 883
5521 4696 627
5893 2223 666
120 1526 560
5619 5990 276
3871 162 180
5330 5394 714
3221 1523 68
5289 4034 523
8601 5525 437
4513 4540 -95
8408 1137 -70
8110 5915 -20
2438 5973 898
3643 1708 412
4841 1878 130
6367 6928 57
434 29 661
3380 2595 109
313 3797 832
3302 4491 -963
2644 44 404
7160 3138 -295
8023 2264 557
3698 258 -210
6448 3638 780
7279 790 -733
2005 1168 211
8312 3771 272
2322 7550 336
7133 2799 279
7474 222 -992
839 7473 591
8413 5706 138
512 425 495
3631 1818 -448
242 7106 56
541 8459 -7
3296 4105 -882
1732 3513 521
7797 919 -339
8195 937 980
1328 4492 -418
6298 816 174
7475 1987 -10
8134 1467 980
5001 114 -340
2005 1551 753
4465 2253 469
4172 8530 186
3137 4101 -619
1565 4668 520
1978 5224 -901
5050 888 -589
7020 5891 501
6069 4498 -237
2790 983 829
3241 8131 -707
7560 3665 -305
422 3973 53
4923 8596 -379
5666 5807 871
1639 8282 -845
3445 6021 -414
882 1613 905
3537 2677 72
698 3598 -325
228 7289 -526
1691 4047 -468
5309 6327 107
6467 7965 -150
5456 3188 -248
763 2246 390
2450 3273 -899
1517 6058 -943
1366 6360 -925
4707 3092 728
5176 3757 -400
5343 3483 -139
4319 6068 -794
2041 4907 -86
5975 1856 242
3271 628 -188
6140 3297 413
6367 5586 427
5143 3444 118
5231 5034 -543
1755 7282 -768
449 4059 -313
7574 2854 23
1316 8415 -167
8022 7172 944
8487 8367 -292
8616 7480 768
4833 5665 -973
6236 2415 148
6147 4812 462
6070 7130 -502
1041 2705 -593
2683 6799 710
7367 3433 206
2622 588 740
4473 113 -298
7608 3301 -238
5974 4158 776
7393 2041 -986
4391 1076 681
892 5448 -165
8117 3691 348
7990 6016 338
6449 466 -792
8578 2608 376
4568 6058 -254
6199 1391 689
1119 791 -478
7266 1040 609
1440 2241 -245
5623 1833 158
1993 7672 -511
2193 3229 -353
7253 7298 -790
2096 6134 524
389 8579 693
2457 5855 930
109 6410 225
2670 5347 -759
3026 2489 -509
7423 7937 821
4720 3712 -401
7086 7175 505
3986 7332 574
5103 3087 709
1301 191 -563
1286 7071 44
3413 449 -109
4459 3623 345
6246 3549 975
322 1056 -143
4499 5896 -677
6499 3445 -453
5072 5374 -727
1132 1697 -716
6598 7991 730
2764 1294 -11
5720 4858 272
8109 780 -155
161 6928 -190
1248 2189 258
1425 5397 -977
1472 7002 -17
1719 5484 -93
3851 6860 782
8593 2658 -816
5996 7517 -426
1021 1966 -883
8547 2785 -656
2976 5128 -756
1501 2386 552
7426 790 -183
2113 3852 499
8522 1767 202
1836 5520 526
4951 4690 288
3773 6360 565
3672 3284 -923
433 267 -268
6346 3501 -774
1061 325 -236
4232 7006 -704
1390 2604 -994
8239 4511 557
2500 5359 -349
5407 579 485
8127 7962 781
2830 1119 113
7785 672 571
3919 1733 -966
5254 3514 372
721 3283 335
5307 3529 -234
258 802 860
3159 699 -518
4946 1592 -82
8461 6125 707
103 1548 78
8119 7035 -739
6574 578 658
6443 3576 -424
1222 1527 366
1926 5450 -774
6283 3062 21
6090 1340 702
6676 3167 -570
4062 4163 144
845 7688 -488
4554 4976 -732
3626 6735 -943
3572 3468 -440
3834 5652 837
5833 820 -109
4879 8200 -798
1538 4105 857
7188 4992 -299
2421 7577 -144
6721 5579 365
6831 4356 494
385 672 943
7970 4033 850
6208 3335 -155
8081 7620 -953
82 7405 30
7011 5863 323
6881 2247 -190
666 5797 62
3980 5588 -58
4555 5747 585
2259 2997 49
3968 1110 -747
6362 3107 626
266 449 187
3040 539 -713
8136 180 968
6364 5678 -989
5513 7284 95
3976 5417 -695
4282 2792 -128
1230 5046 95
6861 4244 -74
869 5778 -777
7448 6842 -365
2522 6254 -449
1467 8315 37
3561 5505 142
3125 7176 731
3672 3444 189
3009 3006 -553
2543 595 413
8487 7930 847
8341 1211 -162
2903 1746 802
6521 616 -245
7983 6558 -894
2443 7772 186
5314 3728 460
2739 7927 423
4680 6996 -16
2281 1810 -726
6595 3364 -226
7226 6067 -414
4348 5942 -931
7577 214 -49
4013 5060 154
3279 4371 898
7736 3312 -269
6621 749 530
7791 6112 -59
8152 2263 -583
7364 2627 -823
7676 1326 259
4124 989 432
5498 4582 456
5697 2977 -500
5820 4982 723
930 1830 921
2832 548 376
285 4362 478
2813 1426 -658
6809 5473 -604
3029 4864 634
5962 7239 442
765 3492 587
4054 238 -102
5447 441 278
4868 3634 108
5101 2863 663
778 361 134
6815 6301 524
3793 4556 489
3507 511 526
4528 6018 607
6886 7836 829
1060 7289 -889
957 3729 -452
7961 3320 -945
1395 4972 192
1784 4236 -400
1476 880 227
2640 8593 -663
437 701 444
6733 6510 159
7657 431 -848
7120 4472 -822
7133 74 -500
1864 8266 322
1661 2480 522
7365 2382 723
8085 7031 -659
5892 334 -985
6300 1371 73
3296 5705 685
2634 2436 803
6862 4537 -493
5098 1841 232
5898 7258 289
5771 396 -837
5303 977 270
508 819 -801
4589 2484 212
2081 4692 780
6984 5047 262
6560 8036 -114
5881 3126 -951
4909 210 -2
5951 8020 -823
3068 2715 -676
6062 2596 -313
22 2036 401
940 1385 -681
6219 2157 -973
2043 4934 832
2679 576 -816
3233 85 740
1797 5989 719
187 7675 -974
7252 2690 282
1220 2532 770
7638 5580 586
889 707 -44
569 6979 -420
6466 2345 478
160 6830 492
473 4316 222
8055 8546 -949
1211 3410 -567
1369 1718 127
6309 2893 -23
7493 2435 944
7752 6943 -698
3730 2161 -15
4687 2981 507
3055 7709 -660
574 8544 67
298 6057 -162
6884 6875 709
6849 665 -291
1418 1590 562
2355 375 135
2069 1234 167
4177 5317 758
3732 6530 -962
479 5347 -282
478 4584 627
3602 4096 -888
2394 1451 256
6014 2822 -211
2477 7438 651
2067 3294 810
825 1583 -394
5711 1219 944
2463 8008 -496
4968 3641 -679
5099 991 -537
509 7650 -253
1481 3339 298
1597 4072 621
2731 7571 203
266 7860 6
2998 2624 -745
1854 5944 141
4209 6715 260
7933 1382 63
7541 158 -764
3418 6808 -485
6239 6736 282
8400 2799 378
7722 8226 -432
1126 6813 -755
3796 1627 -976
182 4936 942
257 3162 166
6481 3341 636
4968 4710 905
1614 8531 -367
7180 1721 -708
6802 7383 412
5550 6345 -961
5357 2212 -640
619 7539 991
7640 4674 467
5483 5504 666
1070 7799 496
6080 6585 -583
2887 3359 -259
8236 3706 336
702 366 -905
8214 3603 -493
7001 2630 -686
4247 7942 -751
2192 7719 332
1143 7200 -77
7174 8156 -469
5352 2066 733
4637 6074 763
2279 6465 657
3539 6578 44
3615 987 -447
8482 7239 690
8099 5984 107
2521 6869 792
2744 387 -875
5221 7136 -630
3090 3835 377
6031 1494 -21
4183 1176 -568
3314 5647 451
1671 8315 963
7719 4319 664
8046 145 -555
432 705 902
4676 5499 91
7648 8157 139
528 6325 -639
7818 398 115
2594 1320 -923
246 1004 268
5564 608 246
2245 6612 833
1063 2897 285
2644 8070 -551
3357 6205 812
3831 5591 -741
1652 2876 809
8557 1282 213
7007 2008 70
7317 5131 917
8523 4204 -737
6358 6899 412
4328 2751 545
8069 2571 -515
7646 4840 -860
8063 6994 658
7367 6707 243
361 3352 -796
896 7868 188
7868 5320 -362
2013 3989 450
6519 5737 -683
1931 479 -637
2321 3032 636
6873 1760 663
4734 8252 961
2533 6752 -482
6259 3169 -28
7970 1702 184
6637 6355 133
5234 1599 -502
7923 1957 993
8034 4725 -779
3263 5394 -106
6843 2393 -600
1484 586 11
8528 2695 -255
7646 4334 990
5453 2974 404
2261 2206 -557
3196 7328 -654
6889 2509 840
4527 6945 -71
5461 2610 -911
2626 7721 559
6546 3510 6
2042 2538 461
5060 609 105
6632 373 157
7079 6790 -675
5776 3778 -921
5081 7218 956
130 300 59
4240 3041 793
2816 172 -314
2245 1297 854
2257 5494 -178
3516 7233 -487
5018 222 90
1129 4523 -333
6173 6601 -859
8137 8113 445
1128 8058 -15
1086 4284 587
4654 6807 -74
199 742 138
2661 5508 446
6752 902 -667
5476 5188 586
2376 6543 -300
1659 2057 359
22 6924 917
1022 7698 366
1484 6745 511
1700 8555 699
5700 8589 32
5068 196 -840
5239 2332 539
447 2698 -600
7037 7900 704
7668 234 -92
7861 8029 46
1245 4113 632
5927 4824 518
5118 5390 549
1604 5295 -351
137 7929 -261
8224 374 -18
3882 2855 814
2322 2998 342
5307 7465 101
356 860 -360
7231 5421 -71
3248 6642 898
7459 2228 -381
7546 7086 -61
7421 4776 -859
2918 6035 -780
3652 5144 -316
8297 5035 -631
1444 1864 885
4233 1204 849
3925 5649 -549
2513 4198 768
2876 4166 186
1677 5275 98
2098 7779 -357
985 8111 623
6518 469 -105
5998 3325 450
4412 2482 -787
1754 976 659
2361 5060 -645
4386 4030 840
6942 7961 -375
2120 5959 455
6121 5102 404
2759 6458 -336
8508 5718 727
5174 413 537
829 5534 -444
7105 6622 -513
5214 5863 -872
1688 5146 231
552 5216 199
6775 7263 938
20 2151 868
8239 7828 621
2112 584 -803
4093 4519 -489
1791 2986 466
7487 5941 412
75 495 99
3850 4339 -439
431 4723 -790
438 6798 912
1649 6010 318
8387 3971 -739
6824 7436 24
6120 6411 907
8245 564 570
2776 5678 -874
8610 3751 -538
1429 3263 -28
2252 7368 857
2140 8385 731
1195 1288 270
2369 6050 -558
1192 7887 -358
3061 7482 -227
5205 7178 106
6594 4393 -750
8385 3453 837
2912 2743 441
1321 3294 -590
717 5712 500
3035 4618 723
8077 1536 -847
6354 3380 -632
7732 5389 -491
7690 2799 596
8619 3341 539
7602 7598 -23
139 4075 965
5594 3377 916
34 476 918
6579 6194 -244
1395 5907 -956
7270 1909 -287
1161 47 -446
5159 7117 -523
714 6461 305
2472 3927 372
7606 3882 -975
7278 8260 313
4947 659 -738
4263 1873 -452
3149 2600 74
3151 5979 -280
33 3178 -527
1386 3266 129
5453 3843 -492
5594 784 -846
4219 1957 185
2455 7664 -653
4618 3045 456
6940 3564 -355
3701 69 -986
4497 45 800
226 1351 562
6458 2349 -523
1241 1665 -628
8029 679 -491
3933 3347 -354
7533 2238 746
4360 6059 721
8574 8497 -553
4517 6324 769
7175 5211 -172
6947 7792 -234
6931 2183 833
6146 7295 62
718 7722 556
1539 5045 502
1470 4269 381
407 1194 -7
4090 6428 -977
2886 7231 -183
6613 2197 208
2454 7399 -396
6482 4734 372
3849 6264 -35
459 6645 494
2607 1455 678
4064 8222 -277
7761 152 291
4432 3160 196
2362 6767 -486
8054 2229 -399
4464 2575 -585
871 4073 625
6707 4734 -825
4017 1348 857
7413 2974 610
6095 5829 27
3220 4068 392
4267 3474 -469
1907 6819 -178
3401 3520 -460
3604 4342 915
3618 4987 -607
3977 851 311
2956 1918 791
3839 262 407
3069 527 -112
3240 7615 -784
1709 3318 420
3858 6182 520
5260 2222 586
3257 4353 114
4329 5736 283
7815 6862 925
2896 5478 617
4801 3112 -86
7085 3768 770
5806 4114 -314
7446 860 880
6735 7488 -424
6849 8510 -549
2272 4137 -995
8613 1931 535
5221 1435 -355
4109 5912 162
436 2495 8
2018 5029 -600
6524 7942 775
1926 7127 725
3024 5985 -727
6923 7502 -476
520 2454 721
6863 7780 930
4682 4101 -920
4844 5897 -13
5441 1403 318
1089 7511 -429
7055 625 645
2737 568 -85
5115 1630 -804
4605 306 -223
756 2559 573
2977 4636 -450
6292 4401 981
1391 8110 -751
5493 6482 -236
7820 1952 844
130 1382 -947
6295 3597 711
6743 3744 76
4344 5917 1000
4608 2966 388
4975 2314 393
2069 4068 -600
4124 7549 808
5788 4939 242
8357 7577 906
5310 1646 -124
4191 2482 -830
2390 1948 251
5664 7162 -400
933 331 571
5680 6748 413
3901 4681 439
6565 71 330
1650 5847 -14
8160 4161 -802
8082 3967 108
4657 4120 -24
185 5398 -718
2616 2991 965
6623 4886 869
1250 6421 804
9 3177 940
7433 7225 383
1592 1434 633
8383 5216 667
8372 2842 387
5080 3303 119
3075 2148 -501
6659 424 810
1175 5076 -975
569 2009 -201
1329 6311 -390
1763 3883 -270
5115 4694 417
7741 1892 -932
7110 5470 -274
535 17 -471
7887 1720 -789
2334 3946 -241
6054 6189 582
5171 7191 -494
8611 1886 -318
717 4524 -568
7664 289 963
1494 8164 575
214 4434 864
4299 4097 -658
3837 416 894
3930 1012 -778
2099 6732 -305
5378 3220 -937
2691 6550 -473
1525 3586 121
863 2128 789
643 7782 -130
3384 5520 353
4947 4154 127
3480 4498 -403
7467 5718 847
2957 7403 -619
2808 4198 -420
7194 6209 -415
8567 1078 -337
7831 3986 -279
572 2617 -450
4985 6411 797
6863 7281 -258
4967 5754 -419
1736 1762 -463
1574 7379 -780
7370 3890 418
641 5302 -479
6834 5867 479
5714 8092 -716
6151 2684 594
1360 5485 -675
2178 4225 523
1756 6344 -475
1779 3962 490
7940 5238 -862
5785 5580 70
2016 6132 160
1904 5692 -982
4197 7796 322
8498 4768 276
2547 5929 717
7335 3821 946
5498 7987 -488
3279 4491 343
3225 4686 -27
6453 1535 -67
5091 4225 727
3723 3916 -197
3314 3377 791
2769 2512 -524
2732 3774 712
6991 7971 534
5363 8226 -580
6786 257 -588
4865 8056 131
3963 133 441
2590 7352 -52
5707 4780 77
1278 6789 -300
5337 7872 119
2459 133 -710
2548 5546 69
1302 1878 585
8275 1652 -995
7653 1024 193
3323 157 -842
6003 8095 -479
684 828 510
1529 1556 857
7389 4702 425
6476 4325 -280
1251 3521 721
3718 6835 -585
5708 6219 32
1172 5200 798
1503 3533 179
2266 7391 810
928 1365 -320
6599 7754 656
8441 5118 -727
501 3029 -399
1695 4344 -411
1406 4825 928
7150 6163 863
8249 3441 -475
5033 4925 847
6534 2349 94
2625 5337 487
22 3500 616
623 2255 544
4741 2135 -549
4762 3401 -659
39 4641 -854
8189 6804 -270
8322 5826 -177
2013 7978 -714
4982 610 232
524 4097 776
2776 2338 -830
2268 2985 937
8155 7627 -593
5722 5588 180
4609 578 -76
8052 2343 -78
4532 2823 -529
3762 8287 -828
6528 5948 -632
6492 7719 -150
3912 2457 546
5661 1297 -302
6391 6456 530
7817 5133 -417
2203 3509 -542
236 8171 408
6015 2152 -189
2347 7595 48
8373 5610 42
4726 4689 -207
7897 7974 -76
743 5697 266
4891 14 399
2100 1259 -914
7041 2631 952
7507 6541 307
7206 4513 117
1410 1547 930
1653 3363 975
2839 8196 -935
3493 2642 -116
6179 1312 441
2197 7171 361
1202 3095 -786
4621 5751 922
3067 3545 868
474 4421 224
2840 2892 433
4301 8470 414
5304 3275 -584
3139 3324 933
2113 2822 400
7138 18 739
4574 6484 973
8373 4910 951
1587 813 797
4930 3237 558
8153 7906 795
7253 2997 -360
1853 4403 -651
3255 78 519
6705 8056 532
1752 1802 953
6694 2079 675
4702 4281 -826
8139 5520 -846
3347 2883 28
2819 5189 -986
6930 3577 -681
5568 3011 -747
3840 7960 -799
7037 4134 372
1351 629 -33
5688 5886 749
8220 8448 455
5635 3895 102
2197 2973 -346
280 5355 462
2457 6609 -157
1600 3248 535
6539 6074 158
6276 2773 -566
2008 4818 -777
6646 3392 -150
3883 3135 -30
3371 3578 244
6965 604 -274
7338 3397 -1
3567 5609 42
5392 6441 635
91 6657 -832
6652 5702 -525
2442 7604 912
5489 510 832
6832 2185 103
4896 3818 -849
6543 3083 -34
36 8262 432
4333 4770 812
3384 1565 962
7609 3224 -469
3853 111 948
7914 3396 803
7915 3375 304
6342 2282 -137
7492 5608 -679
7504 3855 405
5051 2435 278
1387 4209 -418
5114 1934 557
2284 3373 -764
7495 5460 -732
3241 7821 -226
7091 2847 834
7077 4455 -254
8030 3511 211
6353 4878 -392
5460 6153 -282
5853 4080 920
4547 6737 615
946 3211 717
769 5172 -845
7644 764 -896
4840 124 525
4944 5716 137
674 300 -712
6232 6042 254
6731 7207 323
5997 7040 498
5526 6236 -285
4376 436 -639
550 7498 975
1127 2038 665
7017 5973 868
1406 1191 -133
226 3942 -660
4973 7581 677
7841 7903 114
860 4945 83
4221 2783 420
1837 387 -717
8518 2286 -987
6158 8618 -633
4397 1536 653
349 5841 -827
1621 5693 -375
3848 2521 -213
7789 3827 58
5194 1873 -478
7510 6033 -997
2791 178 435
2637 7389 -360
3341 3950 -465
4144 4478 -266
6267 810 -128
6668 4664 986
2226 3278 -688
6497 305 -301
6739 3808 537
2830 8069 -155
1303 6500 281
4563 6303 -122
5991 3493 -453
8612 634 -914
3192 4758 -465
3703 5507 540
6773 7621 -20
903 3822 -603
4965 8517 104
4535 7387 -56
7371 1168 451
8021 8558 -213
1611 2626 30
1779 2783 294
416 1132 781
1381 4498 568
1746 3871 -637
1635 6056 283
7573 7216 -456
1618 611 157
313 471 -309
8060 4058 97
6097 4713 242
3250 682 21
540 245 65
5588 2760 -441
4634 5930 881
921 4135 -86
1998 2109 927
5936 4907 -607
2317 8029 -340
198 1043 -28
7347 1570 975
1122 2526 -483
3336 3001 603
6912 3697 -7
4514 6402 -247
2883 6620 124
2674 3199 -793
965 2277 722
1214 4740 -409
837 2852 -165
5103 6830 82
4898 8557 644
4386 799 461
5100 8171 90
531 4884 750
1608 7523 736
6355 6956 827
4206 7320 202
645 259 498
4335 1226 648
4114 1216 -152
4320 3375 -502
6395 5753 -185
7727 5046 507
2320 8478 527
5219 619 638
2173 6648 -600
1844 3823 70
2819 7803 -214
6252 2711 16
1131 8257 -471
3403 8553 244
8223 1560 -389
1478 510 336
91 6151 876
2400 1138 804
5405 2251 439
1968 2938 -111
2374 7384 -427
2056 5839 -124
3515 5784 843
2995 4736 41
2003 6084 -597
2055 359 -659
611 8562 687
8010 4418 896
3151 3162 724
5346 3823 193
8266 2862 -945
830 7627 429
6803 2797 672
5650 2905 -190
6148 6088 -960
5915 8294 -996
1201 601 -551
8053 4782 736
6173 3258 -125
6520 6787 -668
7653 7783 -389
2578 6732 648
3065 7487 -987
2985 3746 -580
8394 2054 294
3273 5891 -209
3650 2878 393
3572 2587 -452
7438 7709 537
8325 5852 361
4257 1498 -821
6808 5323 -985
5187 7003 397
7177 6188 -661
5182 3323 122
420 7721 -661
5733 975 760
801 7316 792
7063 5817 585
6890 3655 -415
1416 207 -408
4698 6856 222
7588 1694 143
3304 6460 545
1285 5366 132
4293 8188 369
5994 4472 415
7424 4107 -309
7871 3970 -91
1626 1467 630
7976 1893 27
4660 5088 -765
5019 2034 241
4801 5712 -214
5421 6518 911
609 4676 546
6044 3009 247
1992 7341 409
3166 2608 -451
2913 4575 -718
4467 4171 753
1066 3444 -733
6359 1522 69
182 1171 759
8026 6980 508
1055 6027 964
1173 1161 -3
7720 5169 -422
2591 7244 -177
2013 5047 152
4384 2022 -881
4745 5786 -776
