967 2711
419 430 789
635 147 224
380 40 19
651 455 506
914 616 449
346 579 520
832 540 112
175 409 580
851 528 335
745 49 964
470 950 922
251 383 479
775 235 594
710 622 368
302 14 405
645 182 882
226 731 372
440 63 681
58 310 769
790 91 213
821 367 923
690 659 959
833 832 896
563 722 20
743 232 287
132 702 156
369 111 255
723 248 233
869 358 966
617 780 124
912 307 573
775 548 865
762 887 621
79 699 873
510 765 535
244 136 163
491 911 280
264 335 183
695 710 613
230 400 423
171 192 631
341 67 926
284 25 576
89 944 569
540 425 422
286 699 273
213 328 414
198 353 429
765 72 741
945 611 360
302 619 542
442 456 649
553 158 585
110 568 793
494 646 788
821 565 991
636 406 156
466 354 999
932 489 253
411 470 6
615 466 346
307 258 552
441 85 722
858 490 808
459 218 532
758 518 271
241 215 921
917 577 87
301 496 750
316 923 193
33 734 40
863 445 77
537 742 395
263 886 83
774 337 6
297 302 84
771 890 53
444 153 784
799 79 540
875 820 261
330 474 718
60 383 450
248 138 61
148 896 654
295 701 829
160 32 702
704 348 803
133 225 722
300 360 742
45 889 742
445 173 251
737 164 198
353 671 759
758 2 316
226 156 209
967 912 699
757 872 562
113 206 617
960 283 729
743 584 170
349 387 382
84 60 827
901 942 956
207 691 322
535 895 645
540 143 794
702 483 799
850 820 463
190 189 698
767 700 15
143 554 976
842 546 518
576 38 417
121 786 362
512 770 676
247 245 800
702 108 984
812 454 805
463 767 353
152 326 760
274 407 598
555 929 276
257 934 274
862 450 496
496 706 399
810 814 339
575 657 806
270 375 483
181 316 756
372 933 403
386 231 679
498 618 501
535 790 848
840 59 481
389 244 512
378 299 139
581 24 674
371 296 459
116 140 906
165 849 204
831 302 319
411 201 771
35 531 138
33 581 727
34 825 968
204 265 142
231 5 961
196 884 122
296 184 841
549 175 50
610 307 893
805 699 100
248 477 250
592 781 554
117 546 273
576 158 921
238 411 411
79 301 86
817 212 899
39 885 437
450 408 762
620 259 304
370 919 191
949 841 789
229 318 103
34 582 666
176 143 395
337 650 682
937 327 724
255 402 170
338 631 978
876 275 401
209 566 215
626 313 495
947 681 231
846 942 852
405 144 691
692 130 886
949 451 613
4 852 546
160 423 966
809 212 696
958 868 601
395 822 885
21 856 794
88 866 986
527 551 275
597 266 603
614 513 28
149 616 443
188 446 940
389 805 659
68 443 379
310 671 600
105 85 781
913 501 704
291 773 726
65 738 474
457 903 883
882 281 497
844 417 473
646 856 94
74 13 964
286 306 457
602 650 673
784 153 111
339 647 401
109 622 1
927 608 220
162 682 110
453 873 628
707 524 60
364 681 625
671 116 220
519 751 368
45 55 769
572 283 660
684 949 610
746 611 356
631 161 716
395 884 626
943 576 712
465 724 365
872 954 577
883 766 257
507 217 106
179 212 734
388 177 368
435 601 181
197 770 100
440 741 26
739 484 257
39 93 625
119 452 1
217 36 730
462 200 538
842 854 780
114 786 319
900 77 577
160 859 798
24 348 856
259 160 88
541 620 788
655 198 38
673 293 34
452 457 306
776 513 492
744 419 801
835 216 905
93 778 700
951 117 75
158 628 248
753 161 969
130 248 626
276 774 351
761 662 695
852 175 112
482 790 520
485 565 759
609 583 302
606 332 271
377 578 660
528 766 796
924 732 232
702 387 69
576 908 185
113 457 303
670 392 212
377 584 305
421 25 588
768 212 660
626 197 458
546 151 543
516 796 121
194 126 140
692 542 38
881 600 943
377 583 490
374 667 542
612 12 530
70 509 780
40 216 255
432 333 434
82 295 851
919 592 414
500 259 671
613 592 962
36 75 477
126 413 486
222 945 911
519 408 928
427 526 269
748 857 854
465 428 639
31 830 975
910 833 209
339 622 388
41 945 551
109 659 982
74 561 828
563 751 426
891 328 684
669 903 335
149 222 373
184 376 307
656 15 10
580 8 840
836 493 32
203 194 135
921 301 294
229 644 199
612 824 199
3 865 462
5 535 288
274 810 759
872 103 932
954 519 329
929 845 706
455 538 352
762 430 427
825 121 506
307 355 873
191 863 918
207 818 545
128 758 801
331 828 887
260 133 406
764 212 867
456 383 485
624 859 704
257 494 637
331 834 298
837 640 945
367 120 511
947 785 592
6 435 926
133 868 297
578 446 326
880 13 195
107 343 876
249 467 937
324 415 385
375 493 746
299 530 774
391 415 262
493 526 250
406 294 123
584 958 160
14 843 258
285 564 537
626 722 579
514 666 972
664 505 78
143 608 777
841 872 776
558 170 834
517 17 623
844 45 191
780 826 696
952 903 36
947 4 509
881 139 26
916 761 998
388 379 838
717 753 59
539 574 251
651 932 505
250 311 802
515 109 690
408 506 860
763 873 830
45 263 714
812 761 336
421 651 505
945 293 36
201 435 312
246 862 780
164 688 789
843 86 707
738 574 948
