16
853 913
35 210 -426
418 707 -260
505 105 -553
68 571 -421
229 665 -210
441 755 -450
110 368 405
320 736 -464
339 352 430
256 212 -802
156 795 121
48 380 -322
505 509 -983
175 266 229
712 919 -964
638 887 547
288 257 -963
492 81 -64
859 868 495
453 796 610
628 329 -557
28 134 941
109 450 -594
141 144 199
506 372 500
775 23 -140
376 297 -414
387 277 851
677 117 -171
745 596 -851
22 384 -161
578 734 -842
656 552 159
157 894 311
618 116 767
49 624 429
563 298 -783
290 315 -236
244 680 -836
721 676 -560
709 151 -877
404 562 361
502 214 616
744 764 755
537 408 327
433 918 -8
50 354 130
272 480 -480
208 124 861
837 470 -619
683 808 74
107 659 129
230 171 -99
227 832 153
294 185 -734
546 458 -257
779 874 -410
661 353 526
16 718 -212
511 719 -290
585 493 835
653 895 682
123 145 823
110 23 -923
500 126 529
422 600 -519
541 858 454
518 909 76
845 350 928
753 321 536
237 800 365
909 10 745
636 353 949
650 238 244
649 918 -23
924 366 -59
20 477 515
580 605 -570
53 664 820
15 651 -862
287 266 560
447 571 912
900 684 199
918 579 303
785 379 1
686 164 336
304 410 877
431 800 -48
397 291 480
301 343 956
872 879 389
219 834 -465
728 393 249
153 315 197
163 801 -212
188 535 -561
583 357 92
217 407 -463
533 654 -622
351 636 -609
191 487 -657
919 653 106
453 798 132
130 695 59
794 431 -581
663 527 -796
316 247 351
461 378 -949
741 176 -33
23 921 -666
705 558 556
128 646 18
95 284 165
624 826 378
113 861 332
789 341 -687
26 116 194
160 520 373
497 185 224
281 327 325
875 154 -631
265 21 -505
525 447 614
787 29 -85
425 192 -443
570 488 627
424 425 -74
13 586 226
858 257 651
36 543 81
26 272 -313
536 537 -968
589 495 534
701 65 -711
662 323 581
27 415 353
96 198 -77
128 853 -115
490 389 63
746 238 115
278 507 -565
742 726 -743
613 309 -543
727 135 -450
639 11 755
437 206 772
376 800 -189
912 906 73
256 604 889
257 332 544
895 765 -944
603 585 220
472 408 646
335 517 -777
735 76 -505
430 313 588
31 597 539
45 398 -249
130 566 971
861 568 -937
125 245 -415
287 751 521
623 96 295
405 804 -785
790 728 970
568 212 321
909 918 168
178 367 -537
274 282 240
386 53 130
437 39 543
875 782 -958
266 685 -380
305 92 -309
751 266 -606
449 74 -573
418 220 107
350 341 -466
520 210 9
156 169 86
762 134 22
248 534 859
816 234 13
900 455 228
213 4 -247
47 466 367
555 802 -956
542 394 -677
137 475 601
89 594 -1000
281 567 -923
995 926
76 318 -525
160 195 -477
845 183 871
422 798 749
396 56 879
260 311 -322
510 541 365
734 511 248
706 916 576
886 875 -249
441 25 -747
272 233 65
846 714 312
478 578 6
178 787 332
310 716 -398
882 898 725
366 887 913
567 926 -568
621 920 359
47 498 222
3 242 -106
411 444 -865
412 490 770
483 195 608
683 791 503
960 845 -462
59 128 837
420 493 579
549 782 632
931 903 122
444 212 -839
123 927 -609
115 313 22
232 757 900
612 632 511
186 294 29
906 116 977
818 809 -703
187 615 504
406 690 251
155 950 335
22 792 -242
259 100 -528
792 292 760
290 521 788
518 484 -771
814 957 -485
727 183 266
180 410 924
802 337 333
466 440 -856
414 583 -909
933 880 586
538 404 29
958 868 -796
618 426 83
57 583 -836
695 785 141
658 19 -799
529 952 582
95 88 279
598 880 697
547 348 603
531 485 303
899 404 -883
6 924 -220
689 477 189
473 885 -973
933 196 -145
283 465 35
258 301 -727
305 592 -280
874 598 -676
322 746 377
516 845 310
981 974 320
823 524 -234
908 853 805
652 965 508
147 582 -675
732 850 15
30 564 -660
844 533 -888
649 187 -136
700 394 715
375 418 -149
806 23 159
702 50 885
405 222 857
559 452 -337
436 707 960
321 362 989
175 538 -171
855 349 278
460 857 -376
265 570 274
440 17 -369
529 950 -510
105 772 965
442 409 703
396 636 386
317 151 -118
912 844 -915
186 907 -657
862 261 472
134 355 -752
508 528 -563
401 367 -863
314 370 503
925 176 76
592 478 -718
499 57 -21
85 373 -115
973 827 421
239 69 -446
509 871 716
964 422 22
584 222 56
166 128 -971
318 909 93
368 361 47
578 39 5
756 368 904
864 529 42
593 923 369
960 183 946
112 746 120
292 617 563
335 152 -35
36 105 -568
223 183 906
754 221 -855
755 855 204
716 190 -495
73 77 250
631 544 626
921 458 541
527 18 410
375 799 -334
840 741 813
611 103 35
144 831 363
5 561 961
773 609 -523
705 742 251
670 473 438
929 206 -763
74 366 -273
349 640 67
89 914 -503
546 843 419
455 826 728
610 254 400
78 262 -869
958 747 657
230 844 186
828 294 903
551 168 200
332 453 178
760 727 -882
320 327 -594
232 701 177
490 352 -937
460 456 42
569 647 484
763 439 -463
317 166 -507
504 249 561
243 128 -544
822 427 -905
407 842 -605
110 87 -504
380 776 -151
391 677 694
918 479 -78
220 232 996
549 512 -227
686 757 -687
317 468 207
656 156 130
431 363 246
695 562 870
351 88 746
504 990 -170
336 427 -912
303 524 472
302 6 975
532 212 -217
336 453 707
637 120 756
925 676 -18
118 906 -220
6 124 -201
636 837 -374
760 117 -829
147 550 -317
662 5 143
780 62 -711
689 189 938
781 452 -4
851 674 575
561 262 -258
535 605 -143
843 207 -931
585 751 -124
633 485 -895
92 18 -858
364 58 276
422 927 120
845 602 549
880 603 -358
877 149 -55
544 874 -202
63 288 321
768 855 -686
185 621 366
473 917 -753
786 169 -87
392 16 570
205 458 710
667 845 301
847 894 -826
746 545 -763
51 292 -294
216 41 240
984 239 -735
453 193 -616
6 793 800
217 767 -836
743 955 -926
695 399 -640
923 218 -783
55 616 894
236 837 528
163 670 295
303 679 545
256 958 -958
71 61 -432
949 111 762
444 927 -528
255 6 -171
494 528 -675
772 78 712
395 525 -926
969 860 902
254 739 -58
200 873 149
347 20 -971
417 950 963
819 303 -893
665 701 -447
437 381 992
649 350 -250
273 99 -424
249 191 -48
790 225 -856
785 489 -476
985 745 677
585 476 77
511 503 251
194 806 -42
726 158 -170
895 396 -306
823 349 194
935 720 94
249 461 653
842 314 -379
886 1 47
931 333 -728
14 310 -167
647 843 -780
72 592 967
659 436 -709
946 104 -749
423 248 208
631 337 -775
325 197 -376
934 667 -477
646 557 -226
273 37 2
548 383 759
470 810 -883
403 532 75
932 643 96
888 491 57
415 534 547
526 645 -418
428 304 -8
737 670 -247
646 924 628
74 141 86
963 19 768
416 82 -573
326 376 -311
671 269 -916
597 248 378
274 71 587
122 676 30
494 194 -697
445 515 228
560 790 -743
462 400 -710
849 64 664
840 537 -317
621 99 -452
263 301 -175
773 815 642
111 573 948
533 135 -315
452 435 633
23 677 706
216 716 -324
215 935 172
693 466 332
900 961 -293
623 609 -411
782 673 -323
938 103 -23
3 376 -657
269 550 806
89 22 824
94 228 -492
438 333 -818
870 626 920
545 957 -573
694 542 -885
148 732 -909
15 425 16
342 185 512
954 623 634
784 386 569
902 190 -20
758 58 -607
808 550 -708
373 528 -400
289 37 -903
36 181 -995
473 482 327
366 982 799
88 714 1
265 967 460
875 545 769
98 874 103
936 534 -745
837 155 898
157 52 -294
728 61 -149
41 651 -618
149 304 -754
281 861 607
817 116 -866
668 776 612
503 651 987
848 708 -937
298 523 -641
353 28 713
368 717 -39
154 203 537
65 133 -961
659 264 863
367 479 -777
268 868 235
67 511 -162
197 151 359
703 248 188
734 860 74
122 885 862
354 97 77
84 472 150
757 49 -338
867 231 839
188 994 -606
608 228 662
99 641 533
384 730 416
541 733 345
707 476 -845
267 206 -421
536 268 -689
151 232 -179
294 239 -56
978 663 915
316 131 325
268 412 -478
531 453 840
799 748 954
990 254 114
209 395 -97
743 726 -961
479 739 409
413 207 -411
401 955 -754
208 725 455
279 414 447
77 884 -881
238 160 -365
486 120 -504
514 808 11
791 913 532
979 922 956
840 279 -897
54 904 -79
589 872 -472
748 852 -765
755 149 -985
170 540 -782
20 949 -446
123 962 483
635 974 -474
253 514 -190
936 790 512
967 480 -273
860 939 428
390 993 -965
224 841 355
351 946 -704
214 241 337
20 720 -726
336 386 841
235 118 187
307 338 -764
29 474 -593
580 338 160
447 964 -728
504 939 389
959 150 -206
143 216 936
655 623 34
230 761 -864
268 626 116
150 626 -336
664 662 -896
493 953 -188
209 177 920
597 923 -211
10 949 559
312 842 301
564 278 426
725 156 371
528 746 614
470 797 956
405 528 -176
765 828 -323
866 587 -254
239 540 -724
855 784 360
501 872 927
823 974 -534
59 435 -721
983 559 44
574 624 -486
829 83 105
551 880 846
40 73 -107
259 572 827
97 922 -759
814 1 -824
574 591 401
385 67 581
538 331 -981
754 911 -372
580 971 127
433 16 85
942 607 -1000
530 971 257
107 575 919
780 610 -716
509 115 -453
808 921 426
410 705 -422
621 94 787
235 34 635
815 684 -912
101 590 507
834 939 -71
153 667 995
605 554 -527
759 142 -434
508 497 351
441 912 -957
770 517 290
136 846 -254
806 658 515
488 227 201
915 625 51
105 188 -157
58 500 -368
171 93 -389
585 719 550
732 78 -182
216 421 454
986 251 812
574 293 168
959 245 -86
83 733 352
111 129 443
994 597 222
341 550 -991
499 756 -678
577 476 122
655 166 881
778 599 152
573 780 -650
561 578 -390
233 451 565
347 9 -8
964 472 -194
47 10 941
692 540 377
13 220 509
921 984 616
214 187 -337
824 551 -72
131 523 330
247 957 -576
680 726 -733
244 179 459
74 899 -807
602 282 -289
67 322 -46
359 109 897
725 167 -491
220 697 731
310 152 165
184 712 -578
173 116 26
979 105 -768
304 77 -982
536 467 -984
94 438 -93
771 156 762
974 658 -839
279 584 52
758 702 -25
930 885 -207
782 373 651
415 92 804
311 126 145
38 541 -777
470 913 -953
196 561 987
266 300 -689
785 245 -810
471 315 81
946 448 -442
661 707 714
638 128 -844
915 162 -418
241 34 -999
834 853 -715
679 474 -595
219 651 767
919 914 -917
906 105 -174
933 457 -482
956 602 -540
36 134 40
201 869 540
53 151 143
893 927 -388
699 851 -712
691 26 386
276 49 -750
450 157 569
99 389 -463
858 484 24
754 317 -508
324 491 -622
711 218 -228
662 624 360
352 311 225
146 742 -415
669 196 807
315 599 569
735 939 -236
480 72 -641
690 304 835
845 245 890
73 192 -334
525 757 -213
694 902 346
177 443 110
884 822 -7
814 891 206
927 222 881
30 290 933
345 66 -95
181 876 -937
78 924 137
135 959 -477
867 468 61
444 806 -298
731 738 877
69 144 952
691 458 383
536 806 -919
701 866 47
388 774 299
930 224 -622
510 514 -391
543 436 -115
704 888 -341
367 172 438
291 356 966
685 176 -601
461 253 -95
436 914 281
667 783 246
268 756 941
292 858 501
647 43 385
873 954 -534
668 30 -277
286 239 94
172 743 -732
845 471 594
807 476 620
760 635 -295
727 163 868
264 327 480
881 260 -781
848 993 714
928 819 819
709 41 317
385 546 575
919 216 -710
428 503 -103
559 799 627
708 710 -905
81 572 900
208 33 770
658 501 329
489 180 503
172 169 971
594 754 -922
820 868 219
228 639 461
143 877 270
610 432 -963
132 811 -880
527 793 -482
176 286 707
620 279 882
237 982 -665
231 411 -635
806 586 -508
433 677 324
229 210 -6
890 144 726
402 200 271
762 68 -406
353 304 552
928 54 -331
544 854 -259
261 539 -283
84 53 -653
432 274 -971
283 33 109
523 993 705
904 197 748
679 260 24
602 700 -133
272 28 -141
281 906 -394
453 491 -353
304 856 540
251 281 -396
602 224 435
626 719 -507
47 161 -207
72 135 -449
249 38 132
534 473 965
59 29 -523
952 229 380
616 33 83
19 215 -397
382 514 146
617 900 322
942 718 833
445 930 875
552 763 52
253 398 373
349 658 -673
710 341 319
420 751 242
757 113 657
798 60 -184
503 891 332
21 343 -273
295 977 -676
377 125 -657
480 378 -318
615 874 -388
338 724 -824
756 455 346
963 989 749
824 907 584
59 985 -106
492 301 221
428 227 285
253 667 264
328 642 116
456 806 849
398 538 -283
641 165 -636
3 190 814
910 905 -323
809 74 -74
340 371 -589
265 49 -579
794 471 -359
229 828 768
50 804 -200
567 967 -367
41 991 856
875 411 545
74 49 -430
443 493 865
920 9 -611
984 374 214
4 989 -736
478 647 834
410 907 -603
167 335 305
805 839 -758
526 373 -886
684 815 -917
307 388 -210
501 448 551
696 273 -727
707 665 509
323 330 267
4 611 -578
715 640 -817
478 509 178
425 919 752
922 375 698
932 204 -106
103 965 -776
125 735 987
56 612 296
188 874 423
908 838 -152
13 248 -947
297 968 535
272 568 -124
617 815 -807
39 868 -291
79 811 190
828 959 -136
131 972 -515
500 553 99
84 509 -856
606 995 922
947 20 -764
418 772 -662
568 202 403
501 856 616
239 186 -634
87 690 396
623 44 -934
387 591 559
457 100 284
340 409 -607
68 454 -692
258 11 70
763 285 746
859 437 782
638 931 -854
56 89 -173
594 763 716
340 339 242
122 788 64
189 18 398
314 832 -732
922 989 525
188 782 -305
364 286 -668
673 59 629
287 801 -775
847 627 850
807 117 104
380 796 -718
82 603 47
157 318 297
582 287 -994
313 193 -468
76 957 155
521 787 -83
367 702 922
318 690 -143
450 107 -575
548 67 -534
656 37 61
700 776 -802
644 743 441
429 636 -123
544 954 -145
824 422 -912
585 35 172
172 497 -874
809 194 481
22 932 946
192 652 686
684 378 -66
296 896 733
6 756 47
291 586 326
739 520 -551
667 161 -737
989 293 399
126 63 -200
580 660 -195
577 750 61
948 676 -721
182 735 632
927 1 18
308 141 -423
911 522 945
623 768 -887
123 172 -609
38 175 861
25 598 -650
641 720 -652
48 238 937
496 164 -984
16 895 -537
979 915 937
892 588 -999
229 390 -128
188 238 -293
643 350 165
824 94 -39
835 70 621
635 975 -916
697 705 918
946 923 289
98 515 -577
16 660 -90
336 983 -852
971 414 481
56 800 -159
645 468 786
525 781 170
715 417 858
882 291 732
980 266 -956
148 351 -646
892 929 361
599 524 -342
879 311 -208
464 51 -500
84 268 -626
926 873 440
590 777 -390
319 695 -762
767 248 591
30 942 -543
446 510 820
774 744 647
299 737 -166
716 3 396
719 307 -663
517 401 -676
629 519 181
705 257 285
680 8 -934
562 684 232
942 732 13
383 868 -658
793 13 152
690 154 466
615 917 803
480 283 59
530 667 307
866 609 -953
775 324 -386
178 929 320
368 78 573
579 179 -790
90 279 70
323 148 -503
313 311 -457
185 749 -874
790 406 862
497 643 -661
869 958 34
156 92 444
118 145 220
978 876 293
314 102 -814
297 968 -904
521 45 45
778 583 631
57 253 259
750 316 -696
175 291 -503
797 685 521
503 470 -578
728 924 736
102 70 713
837 948 -734
512 441 -610
611 401 -231
843 430 395
708 556 -612
667 756 716
866 609 553
938 256 555
567 103 -141
60 752 409
395 91 -973
957 491 571
729 831 -10
86 766 -295
238 861 -978
526 481 -411
874 903 622
987 152 586
674 128 133
482 144 994
386 883 842
101 569 245
818 449 -585
858 851
389 411 -558
496 324 274
339 378 -170
720 225 561
131 192 68
387 146 -923
602 475 -574
464 442 -267
407 388 548
47 786 999
365 287 859
835 721 -988
392 4 -991
748 318 -515
707 715 687
235 434 314
610 419 -270
567 310 -817
836 512 -914
811 447 -492
425 67 487
57 258 -545
753 412 144
430 79 183
443 622 596
795 155 771
437 189 942
148 20 -982
66 341 -165
576 449 -848
7 596 412
537 464 -240
758 444 -852
598 477 -954
154 331 -324
687 492 -250
302 426 -470
250 277 0
236 446 552
317 182 184
169 487 943
608 322 547
847 766 -798
174 678 812
505 381 827
784 744 178
297 563 -942
519 157 -398
308 125 877
214 514 -875
249 612 710
856 452 -897
369 373 876
638 50 194
516 847 145
213 789 -282
399 245 -239
515 503 -55
59 263 846
612 129 910
281 166 -939
127 745 -128
741 16 84
126 364 93
693 347 359
63 419 -378
453 447 -602
214 250 -580
57 386 -153
141 54 -884
332 428 784
30 74 -255
479 138 504
17 502 -548
31 477 -665
307 40 -954
15 387 265
292 611 -530
634 83 831
284 165 -846
68 310 -527
74 595 -701
769 510 -272
53 530 773
770 247 130
298 781 -213
7 833 484
569 360 -420
311 689 -581
621 20 368
449 421 958
191 288 -990
234 488 197
540 118 -453
626 156 337
425 199 692
749 530 -211
849 438 676
484 752 647
407 185 -410
583 20 456
832 35 -344
618 363 211
501 432 886
290 663 706
773 27 -166
307 208 -99
200 49 571
678 402 -665
723 397 212
174 414 -697
798 474 845
664 203 875
482 661 327
687 502 -263
726 119 -343
152 630 655
225 560 449
77 764 713
154 692 657
473 656 165
811 99 -329
194 228 -619
559 398 -494
792 293 -821
557 91 -536
86 103 -370
758 825 -283
154 786 -467
13 186 -504
131 152 -290
584 593 40
627 328 -308
218 645 524
48 702 729
549 600 472
769 155 -649
586 604 292
155 222 -268
219 314 -930
453 813 579
320 566 204
56 258 -329
146 493 315
650 88 890
630 607 -120
169 402 659
368 351 990
605 686 -58
146 221 -417
3 687 -25
305 682 -409
786 21 -16
272 307 731
858 295 218
139 138 255
252 84 339
664 502 112
670 592 -860
391 491 102
494 563 -79
328 850 78
362 771 -416
347 296 -821
723 322 -69
49 129 222
204 640 -475
173 117 659
319 406 -292
476 588 -864
771 548 -368
800 237 589
365 782 -473
522 259 276
773 398 388
775 767 267
196 547 503
626 617 366
160 49 -965
483 700 -918
585 181 184
530 811 416
786 94 340
402 258 -726
641 446 142
304 856 -306
130 677 572
454 82 -918
787 491 -787
797 431 269
48 126 295
823 713 -740
184 278 283
760 756 839
710 55 -878
411 449 -381
383 255 -414
491 509 -480
643 222 725
197 449 -701
835 447 580
296 573 -631
529 174 765
189 323 -255
563 553 1
456 717 154
229 62 -719
788 267 -167
280 227 5
625 530 -640
192 526 -687
482 821 -735
535 253 -58
110 212 -944
425 349 -623
46 141 388
373 482 -123
355 241 912
267 474 228
541 812 991
763 116 567
733 540 -309
89 582 -957
622 292 667
312 457 428
489 371 -642
16 486 -775
180 706 -386
797 445 -431
326 774 39
236 241 -275
496 421 100
463 586 865
543 140 325
61 152 -414
468 306 -955
525 93 -24
222 298 514
579 552 -76
679 499 -978
523 518 -881
268 250 744
574 155 -531
629 205 -896
778 770 18
22 704 -866
744 225 -792
627 419 856
829 63 -536
180 832 514
148 441 547
546 107 -14
660 749 -813
853 552 924
310 254 -842
370 813 438
309 240 350
389 181 -446
722 157 95
575 82 -910
427 29 -152
312 627 592
716 156 -698
561 412 -127
671 449 -474
324 728 104
185 40 240
452 581 545
524 842 323
724 539 918
536 316 -407
613 67 -864
531 344 274
680 162 -162
276 252 -886
103 547 -631
254 799 -302
188 716 -962
720 477 -738
238 600 337
152 302 982
509 74 438
765 520 751
757 737 -590
193 424 332
476 562 769
164 50 -604
22 796 -275
530 43 -549
41 703 109
372 351 -690
831 813 -267
556 343 -851
562 401 954
227 847 514
429 25 307
362 680 -273
482 657 1
848 471 -757
320 438 501
408 63 909
262 668 975
532 857 477
346 530 683
663 403 -741
714 37 953
320 86 799
332 772 617
460 355 419
822 160 -342
412 811 252
395 743 300
106 522 708
106 473 -840
608 834 420
28 735 822
710 310 599
388 474 -198
194 604 432
201 604 314
205 397 619
285 233 539
684 800 -328
10 828 -1000
435 682 -752
150 601 323
274 721 152
639 456 148
547 61 -560
439 418 204
569 311 -596
323 751 -365
778 478 -282
819 392 728
665 50 466
41 115 -55
641 397 -311
202 307 -409
669 18 -442
339 318 289
708 456 671
687 225 -328
727 549 400
194 391 532
521 729 -160
152 546 -896
811 552 472
48 195 -402
807 743 59
699 572 -659
553 430 286
702 612 -608
592 284 -17
471 770 863
778 384 637
559 285 -493
577 603 468
391 694 -107
428 17 -702
465 536 113
677 662 687
112 817 664
465 557 -878
152 436 -232
223 374 -447
217 96 170
687 764 899
16 196 589
23 593 -385
709 522 -434
181 22 -985
610 324 -532
208 6 -274
321 762 159
316 267 704
664 34 -228
700 579 -923
130 34 754
625 686 883
138 387 -136
284 333 616
783 754 41
754 326 -191
181 574 565
476 785 302
533 47 944
367 154 -307
582 140 -285
760 305 264
255 409 -51
347 528 -91
166 383 -785
594 385 125
216 1 -422
444 68 726
630 830 997
588 148 170
512 167 117
693 61 427
638 846 428
153 175 869
549 203 -312
727 848 -266
799 721 994
105 178 -186
857 841 -231
759 396 551
68 295 574
475 478 -345
731 344 -634
614 7 504
275 265 -516
174 831 -651
696 748 692
459 655 578
474 298 -278
741 512 622
233 615 -683
824 196 638
136 377 -925
749 238 82
566 206 179
414 208 998
19 117 -186
386 345 -585
70 285 856
412 803 266
758 653 326
818 649 -342
460 106 436
460 423 866
832 503 252
72 170 620
48 319 -9
332 342 -351
94 675 550
517 838 -684
258 556 975
60 389 219
200 605 774
542 184 552
25 239 -129
347 289 701
311 282 692
674 844 6
697 819 -38
502 706 -282
410 465 297
441 385 -642
802 475 537
220 354 326
128 749 458
495 153 957
221 72 -386
729 356 713
376 40 705
533 766 888
655 224 -465
6 74 365
850 366 -778
683 681 -751
142 128 -293
133 220 -965
453 373 -215
463 200 121
298 237 638
520 56 967
46 849 461
71 693 258
838 467 891
477 490 -434
731 583 -628
419 721 953
456 695 626
528 547 152
373 804 -114
220 561 941
590 724 -182
786 23 -795
812 638 538
843 108 -547
373 622 -563
732 519 793
245 718 521
147 815 725
369 582 787
749 762 497
820 387 -822
724 562 -945
225 439 -365
78 144 -466
787 690 -60
758 465 -280
384 609 55
803 599 -245
392 109 55
199 90 372
745 177 -378
285 506 23
638 332 -308
4 185 90
416 716 59
509 844 12
333 500 -209
660 677 -694
303 541 -977
585 77 -642
741 664 840
723 573 -991
842 250 987
149 36 805
506 497 67
280 497 188
122 271 939
376 300 550
91 121 -844
368 628 971
356 417 -509
847 854 -36
654 578 -296
828 272 -903
130 40 860
365 576 153
766 185 -129
473 717 -191
418 129 -410
760 529 -853
383 441 -706
453 282 -773
305 477 393
858 741 945
112 208 -730
677 285 648
67 140 -333
157 596 615
356 254 -560
563 460 -661
398 37 627
510 731 299
686 621 806
258 723 -317
52 186 -785
40 377 -172
589 764 49
222 533 -25
606 129 10
480 472 320
35 459 735
440 786 684
814 828 -298
94 274 829
825 77 -236
744 314 281
120 753 750
214 139 -893
119 613 -625
42 207 -171
286 364 -689
749 497 653
45 531 403
124 673 -435
668 800 -988
494 655 -868
126 223 889
604 192 282
500 302 799
757 256 948
752 83 996
425 775 757
477 753 -160
255 328 -930
129 788 -377
857 411 240
25 836 -222
739 129 995
462 578 -388
83 489 -771
438 204 -908
826 366 751
358 837 -191
134 629 871
35 204 -900
224 129 -755
340 260 -660
586 42 570
206 347 -763
379 558 -947
708 855 512
789 172 749
77 145 -360
86 719 561
747 774 60
41 754 -201
369 520 759
480 785 914
136 12 660
464 611 -196
568 42 349
798 50 29
601 607 -670
350 599 369
73 641 921
571 841 -860
816 798 -41
673 654 173
77 229 -327
466 385 -151
460 625 -471
856 802 722
534 663 893
357 659 229
748 711 519
163 829 -494
250 368 -199
717 373 641
255 636 919
24 437 -606
397 851 -464
583 751 312
235 540 100
95 695 409
297 387 860
636 362 -619
708 442 633
789 225 636
43 271 946
675 33 -217
725 338 834
824 254 422
60 111 -176
57 605 -44
153 106 95
244 33 -152
508 71 -458
668 816 538
117 256 -250
528 368 122
753 204 -570
846 7 -477
325 12 708
500 779 -129
202 657 121
732 603 -832
699 304 981
229 750 -932
412 694 354
92 854 110
116 413 -682
164 835 5
775 781 951
707 248 138
466 644 489
57 445 -902
300 11 442
563 806 -59
743 409 -665
751 822 -962
358 456 17
71 370 -259
78 51 -140
638 414 164
800 53 250
817 741 157
274 79 -471
513 530 296
184 24 176
120 469 42
592 363 830
440 90 -792
805 324 -391
554 422 665
610 430 -430
331 710 507
363 790 -969
813 230 -955
91 768 444
821 447 -900
155 679 -81
208 400 887
751 382 317
358 153 -250
110 658 -605
691 147 352
263 175 -871
211 226 356
427 90 -551
114 263 -22
741 319 -345
744 433 -854
667 523 -352
300 213 -592
695 625 -817
683 316 733
737 580 30
815 288 955
278 338 163
292 141 -133
24 73 102
480 85 -221
447 612 -826
541 668 -545
51 383 -986
506 425 -793
644 675 -200
274 267 17
715 673 -145
610 347 534
556 677 -351
728 248 967
803 389 596
816 143 -765
140 644 -773
159 373 412
839 522 670
386 90 766
251 139 44
114 285 -912
6 493 -422
626 338 371
556 314 -554
812 117 169
67 444 259
570 638 956
484 214 -802
826 141 359
277 69 132
645 550 -344
630 270 -34
458 706 103
580 456 5
732 105 -953
100 814 680
586 432 282
512 370 -515
228 726 -486
61 46 -55
511 134 -835
231 457 -266
623 258 -459
708 68 -146
179 247 917
598 635 -956
379 824 -531
10 531 934
753 502 978
620 533 -608
432 484 -650
764 26 977
858 706 -303
4 727 -21
110 769 -596
755 364 592
274 545 568
842 253 346
351 245 294
774 479 -428
8 541 914
281 14 8
107 205 848
160 626 291
678 732 63
55 802 401
497 739 -703
776 821 361
604 189 -714
417 153 -741
184 322 225
326 668 494
201 558 -731
341 355 -835
851 578 -210
427 215 -228
855 166 -80
346 273 310
384 380 68
357 174 918
152 233 -812
838 109 430
46 225 -883
335 817 686
133 50 175
794 665 672
776 760 772
140 425 14
303 442 470
141 310 787
170 133 391
81 701 343
5 675 787
63 602 -935
596 201 905
242 98 -280
604 277 530
523 256 -263
730 557 -686
362 296 -718
492 338 -787
145 307 -558
427 343 -415
275 643 -389
1 845 -757
692 230 -77
193 468 830
505 40 853
719 68 719
624 736 -822
734 262 841
208 481 -331
835 143 -476
405 323 -749
534 262 -52
442 434 774
22 1 43
749 159 -219
843 37 878
812 19 -278
184 573 654
444 176 242
139 704 -689
414 382 -41
449 204 -52
765 54 25
851 136 720
18 804 628
132 570 -890
600 108 -311
773 742 -667
552 833 -607
263 470 -414
137 501 -159
101 679 938
555 599 419
779 679 769
785 591 -295
578 225 591
772 376 205
322 2 -426
501 618 263
622 336 115
719 372 -983
534 147 552
461 662 214
370 810 134
663 387 622
49 436 916
626 736 556
533 224 -434
629 185 994
723 22 -393
509 176 -506
7 456 240
838 813
141 420 329
337 682 -56
696 806 102
313 707 500
117 23 365
739 80 665
781 625 -873
304 13 412
256 821 202
49 142 825
526 589 729
435 243 557
278 78 -427
432 585 -280
41 806 73
747 627 -323
681 540 -189
554 267 453
506 435 308
290 671 -877
18 838 -823
23 184 -356
62 312 95
386 232 744
210 88 -2
508 58 -459
132 370 -618
767 379 -153
815 667 604
25 75 520
84 46 399
810 1 -629
265 145 -253
767 11 515
267 752 797
253 430 17
633 441 195
154 670 134
691 653 -605
71 130 -83
28 770 -889
738 287 -442
749 611 -701
214 578 456
540 331 -645
802 284 869
798 299 -934
702 501 -865
636 771 617
140 572 161
430 434 245
37 469 -596
247 383 -1000
735 713 -524
828 116 -167
476 204 -838
451 117 16
208 523 810
264 139 -676
711 332 -691
404 266 -570
467 715 -693
318 32 -570
426 431 -794
808 281 -419
191 5 -573
760 611 641
136 714 423
819 112 280
642 513 921
281 321 221
209 732 699
820 86 -294
304 363 258
805 691 164
555 724 675
461 300 -706
647 628 -718
343 96 -967
505 415 521
225 524 -431
459 313 -911
556 231 19
61 245 760
220 61 712
432 374 -757
404 209 -897
285 686 71
228 321 -882
399 263 -759
505 549 755
165 656 -606
424 416 -54
603 574 773
703 126 -26
24 438 -968
143 501 -147
808 500 217
546 184 -795
612 148 -296
478 690 -978
250 36 -599
629 604 748
30 152 132
779 182 519
350 125 -871
535 819 -424
110 140 -482
636 313 277
412 599 162
46 337 433
249 309 -237
354 727 421
378 793 373
253 96 -265
685 607 -280
112 586 719
746 460 -724
302 773 -681
816 150 594
492 515 456
1 826 -949
410 514 -559
42 154 622
82 685 600
562 274 -470
45 53 593
620 635 -855
667 414 884
708 537 -844
457 289 -625
653 51 135
68 347 -33
344 710 749
197 366 -172
2 656 -735
730 651 671
327 766 -856
806 58 -900
477 563 6
536 659 985
441 468 966
808 352 616
643 462 128
717 32 -485
41 720 -63
275 494 839
623 534 -156
528 347 -374
190 618 -17
385 771 -472
578 277 -146
651 461 -712
645 810 -162
626 375 856
742 693 841
150 253 -669
263 480 80
100 185 -657
283 732 -251
267 571 -756
310 783 141
592 482 622
25 235 987
632 705 -278
653 717 20
62 825 690
670 379 -981
716 404 474
611 136 705
160 400 230
668 484 -586
528 522 -281
776 167 347
423 410 226
692 598 714
224 656 421
33 709 172
703 404 -589
590 500 -877
686 346 362
170 680 -998
653 244 -972
765 611 647
92 473 -926
